Company,TypeName,Ram,Weight,Price,TouchScreen,Ips,Ppi,Cpu_brand,HDD,SSD,Gpu_brand,Os,storage_type,Second_Price,Inches,ScreenResolution,Cpu,Gpu,Memory,storage_capacity,log_price,GHz
Fujitsu,Notebook,8,2.2,370.11,0,0,100.45466986113652,Intel Core i5,1000,0,Intel,Windows,hdd,39373.92,15.6,1366x768,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,1TB HDD,1000,5.913800258751483,2.5
Lenovo,Notebook,4,2.2,172.29,0,0,141.21199808219862,Other Intel Processor,500,0,Intel,Windows,hdd,18328.32,15.6,Full HD 1920x1080,Intel Pentium Quad Core N4200 1.1GHz,Intel HD Graphics 505,500GB HDD,500,5.149179103544315,1.1
Lenovo,Notebook,4,2.02,495.82,0,0,111.93520355955212,Intel Core i5,500,0,Intel,Windows,hdd,52747.2,14,1366x768,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,500GB HDD,500,6.206212957633809,2.5
HP,Workstation,8,3.14,932.04,0,0,106.11306214269258,Intel Core i5,500,0,Nvidia,Windows,hdd,99153.5472,17.3,1600x900,Intel Core i5 7440HQ 2.8GHz,Nvidia Quadro M1200,500GB HDD,500,6.837375732219556,2.8
HP,Notebook,8,1.94,194.82,0,0,111.93520355955212,Other Intel Processor,2000,0,Intel,Windows,hdd,20725.92,14,1366x768,Intel Pentium Quad Core N3710 1.6GHz,Intel HD Graphics 405,2TB HDD,2000,5.27207605534281,1.6
HP,Notebook,6,1.95,325.04,0,1,141.21199808219862,AMD Processor,0,256,AMD,Windows,ssd,34578.72,15.6,IPS Panel Full HD 1920x1080,AMD A9-Series A9-9420 3GHz,AMD Radeon 530,256GB SSD,256,5.783948251679472,3
Lenovo,Notebook,8,2.3,415.69,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows,ssd,44222.4,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,256GB SSD,256,6.0299397901597684,2.5
Lenovo,Notebook,4,2.05,343.07,0,0,141.21199808219862,Intel Core i5,500,0,Intel,Windows,hdd,36496.799999999996,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,Intel HD Graphics 620,500GB HDD,500,5.83793450797677,1.6
Mediacom,Notebook,4,1.4,124.71,0,0,157.3505121487356,Other Intel Processor,0,32,Intel,Windows,ssd,13266.72,14,Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,Intel HD Graphics,32GB SSD,32,4.825991041932656,1.44
Toshiba,Ultrabook,16,1.24,934.05,1,0,157.3505121487356,Intel Core i7,0,512,Intel,Windows,ssd,99367.2,14,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,512GB SSD,512,6.839529969986571,2.7
Lenovo,Gaming,32,4.6,1333.72,0,1,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows,both,141884.63999999998,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,Nvidia GeForce GTX 1070,256GB SSD +  1TB HDD,1256,7.195727309392046,2.7
MSI,Gaming,16,4.14,1366.77,0,0,127.33567457123112,Intel Core i7,1000,512,Nvidia,Windows,both,145401.12,17.3,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,Nvidia GeForce GTX 1070,512GB SSD +  1TB HDD,1512,7.220205570922113,2.9
Dell,Notebook,8,2.2,375.13,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Others,ssd,39907.252799999995,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,AMD Radeon R5 M430,256GB SSD,256,5.927272632562072,2.7
Mediacom,Notebook,4,1.45,194.82,0,1,157.3505121487356,Other Intel Processor,0,32,Intel,Windows,ssd,20725.92,14,IPS Panel Full HD 1920x1080,Intel Celeron Quad Core N3450 1.1GHz,Intel HD Graphics 500,32GB SSD,32,5.27207605534281,1.1
Dell,Notebook,8,1.9,505.1,0,0,100.45466986113652,Intel Core i5,500,0,Intel,Windows,hdd,53733.94559999999,15.6,1366x768,Intel Core i5 7300U 2.6GHz,Intel HD Graphics 620,500GB HDD,500,6.224756429474007,2.6
HP,Notebook,4,1.49,360.1,0,0,165.6321180513006,Intel Core i3,0,128,Intel,Windows,ssd,38308.32,13.3,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,128GB SSD,128,5.88638177065483,2.4
Dell,Notebook,16,1.93,769.97,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows,ssd,81912.13919999999,15.6,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,Nvidia GeForce 930MX,256GB SSD,256,6.646351553049768,2.8
MSI,Gaming,16,4.5,1176.45,0,0,127.33567457123112,Intel Core i7,1000,128,Nvidia,Windows,both,125154.72,17.3,Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,Nvidia GeForce GTX 980M,128GB SSD +  1TB HDD,1128,7.070256708326785,2.7
HP,Gaming,16,3.78,750.25,0,1,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows,both,79813.44,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,256GB SSD +  1TB HDD,1256,6.620406484320476,2.8
Lenovo,Ultrabook,12,1.4,837.89,0,1,157.3505121487356,Intel Core i7,0,256,Intel,Windows,ssd,89137.44,14,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,Intel HD Graphics 520,256GB SSD,256,6.7308868269496225,2.6
Lenovo,Notebook,12,2.2,305.01,1,0,100.45466986113652,Intel Core i7,1000,0,Intel,Windows,hdd,32447.52,15.6,Touchscreen 1366x768,Intel Core i7 8550U 1.8GHz,Intel HD Graphics 620,1TB HDD,1000,5.720344562955179,1.8
Asus,Gaming,8,2.73,886.47,0,1,127.33567457123112,Intel Core i5,1000,128,Nvidia,Windows,both,94305.59999999999,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1060,128GB SSD +  1TB HDD,1128,6.787247283994098,2.5
Asus,2 in 1 Convertible,8,2.2,370.11,1,0,100.45466986113652,Intel Core i5,1000,0,Intel,Windows,hdd,39373.92,15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 520,1TB HDD,1000,5.913800258751483,2.5
Lenovo,Notebook,12,2.2,475.29,0,0,141.21199808219862,AMD Processor,0,512,AMD,Windows,ssd,50562.72,15.6,Full HD 1920x1080,AMD A12-Series 9720P 3.6GHz,AMD Radeon 530,512GB SSD,512,6.163925144055061,3.6
Dell,2 in 1 Convertible,4,1.39,302,1,0,135.0942111925629,Other Intel Processor,0,128,Intel,Windows,ssd,32127.84,11.6,Touchscreen 1366x768,Intel Core M 7Y30 1.0GHz,Intel HD Graphics 615,128GB SSD,128,5.71042701737487,1
Samsung,Notebook,16,2.5,850.91,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows,both,90522.72,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,128GB SSD +  1TB HDD,1128,6.746306365048765,2.8
Lenovo,Notebook,4,2.8,264.94,0,0,127.33567457123112,Intel Core i3,500,0,Intel,Others,hdd,28185.12,17.3,Full HD 1920x1080,Intel Core i3 6006U 2GHz,Intel HD Graphics 520,500GB HDD,500,5.579503385256116,2
Lenovo,Notebook,8,2.29,229.88,0,0,100.45466986113652,Intel Core i3,1000,0,Intel,Windows,hdd,24455.52,15.6,1366x768,Intel Core i3 6100U 2.3GHz,Intel HD Graphics 520,1TB HDD,1000,5.437557433639541,2.3
Lenovo,2 in 1 Convertible,8,1.37,1014.18,1,1,165.6321180513006,Intel Core i7,0,512,Intel,Windows,ssd,107892,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,512GB SSD,512,6.9218356831901415,2.7
Lenovo,Notebook,8,1.7,738.23,0,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows,ssd,78534.72,14,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,Intel HD Graphics 630,256GB SSD,256,6.604255429163259,2.5
Dell,2 in 1 Convertible,8,1.34,836.39,1,0,176.23257360658386,Intel Core i5,0,256,Intel,Windows,ssd,88977.59999999999,12.5,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,256GB SSD,256,6.729095011481092,2.5
Dell,Workstation,8,2.06,882.97,1,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows,ssd,93932.64,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7700HQ 2.8GHz,Nvidia Quadro M620,256GB SSD,256,6.783291224941856,2.8
HP,Notebook,8,1.84,610.51,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows,ssd,64948.32,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,256GB SSD,256,6.414294673432988,2.7
HP,Notebook,4,2.1,334.8,0,0,100.45466986113652,Intel Core i3,500,0,Intel,Windows,hdd,35616.6144,15.6,1366x768,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,500GB HDD,500,5.81353333861532,2.4
MSI,Gaming,16,4.14,1101.33,0,0,127.33567457123112,Intel Core i7,1000,128,Nvidia,Windows,both,117162.72,17.3,Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,Nvidia GeForce GTX 970M,128GB SSD +  1TB HDD,1128,7.004273819333796,2.7
Dell,Notebook,4,2.18,232.89,0,0,100.45466986113652,Intel Core i3,1000,0,AMD,Others,hdd,24775.2,15.6,1366x768,Intel Core i3 6006U 2GHz,AMD Radeon R5 M420,1TB HDD,1000,5.450566239085699,2
MSI,Gaming,16,1.8,1151.41,0,0,282.42399616439724,Intel Core i7,2000,256,Nvidia,Windows,both,122490.72,15.6,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,256GB SSD +  2TB HDD,2256,7.0487425572830285,2.8
Toshiba,Notebook,8,2.2,700.66,0,1,141.21199808219862,Intel Core i7,0,256,Intel,Windows,ssd,74538.72,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,256GB SSD,256,6.552022747975662,2.5
Lenovo,Notebook,6,2.4,282.47,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows,hdd,30049.92,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,1TB HDD,1000,5.643572350257175,2.5
Lenovo,2 in 1 Convertible,8,2,650.58,1,1,141.21199808219862,Intel Core i7,0,256,Intel,Windows,ssd,69210.72,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel HD Graphics 630,256GB SSD,256,6.477864272712146,2.8
Lenovo,Notebook,32,2.5,2453.58,0,1,282.42399616439724,Other Intel Processor,0,1000,Nvidia,Windows,ssd,261018.72,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Xeon E3-1535M v6 3.1GHz,Nvidia Quadro M2200M,1TB SSD,1000,7.805303461478917,3.1
Dell,Gaming,16,2.59,440.24,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows,hdd,46833.652799999996,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 960<U+039C>,1TB HDD,1000,6.087320032751504,2.6
Dell,Notebook,4,2.18,222.32,0,0,100.45466986113652,Intel Core i3,1000,0,Intel,Others,hdd,23650.992,15.6,1366x768,Intel Core i3 6006U 2.0GHz,Intel HD Graphics 520,1TB HDD,1000,5.404117785434249,2
Dell,Notebook,4,2.25,179.8,0,0,100.45466986113652,Intel Core i3,1000,0,Intel,Others,hdd,19127.52,15.6,1366x768,Intel Core i3 6006U 2.0GHz,Intel HD Graphics 520,1TB HDD,1000,5.19184512203752,2
Dell,Notebook,4,1.93,435.22,0,0,100.45466986113652,Intel Core i5,500,0,Intel,Others,hdd,46300.32,15.6,1366x768,Intel Core i5 7300U 2.6GHz,Intel HD Graphics 620,500GB HDD,500,6.075851650368147,2.6
Asus,Gaming,8,3,584.97,0,0,127.33567457123112,Intel Core i7,1000,128,Nvidia,Windows,both,62231.04,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,128GB SSD +  1TB HDD,1128,6.371560563865605,2.8
Dell,Notebook,4,2.18,284.97,0,0,141.21199808219862,Intel Core i5,0,128,AMD,Others,ssd,30316.32,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,AMD Radeon R5 M420,128GB SSD,128,5.652383911570201,2.5
HP,Ultrabook,8,1.84,695.66,0,0,141.21199808219862,Intel Core i7,0,512,Intel,Windows,ssd,74005.92,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,512GB SSD,512,6.544861035229488,2.7
MSI,Gaming,16,2.94,1135.82,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows,both,120831.58080000001,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1070,256GB SSD +  1TB HDD,1256,7.035110136022232,2.8
HP,Notebook,8,2.31,562.94,0,0,111.93520355955212,Intel Core i5,0,256,Intel,Windows,ssd,59886.72,14,1366x768,Intel Core i5 7300U 2.6GHz,Intel HD Graphics 620,256GB SSD,256,6.333173050524441,2.6
Lenovo,Notebook,8,1.65,733.72,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows,ssd,78055.2,14,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,256GB SSD,256,6.59812748444615,2.3
Dell,Notebook,4,2.2,388.65,0,0,141.21199808219862,Intel Core i5,1000,0,AMD,Windows,hdd,41345.28,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,AMD Radeon 530,1TB HDD,1000,5.962679195676229,1.6
Fujitsu,Notebook,8,2.2,400.16,0,0,100.45466986113652,Intel Core i5,0,256,Intel,Windows,ssd,42570.72,15.6,1366x768,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,256GB SSD,256,5.991864467129309,2.5
HP,Notebook,4,1.88,466.78,0,0,100.45466986113652,Intel Core i5,500,0,Intel,Windows,hdd,49656.96,15.6,1366x768,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,500GB HDD,500,6.145858054593075,2.3
Lenovo,Notebook,8,2.2,450.25,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows,hdd,47898.72,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 920MX,1TB HDD,1000,6.109802984056065,2.7
Lenovo,Notebook,4,2.2,234.39,0,0,141.21199808219862,Intel Core i5,0,128,Intel,Others,ssd,24935.04,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,128GB SSD,128,5.456986394676763,2.5
Asus,2 in 1 Convertible,6,1.5,320.04,1,0,165.6321180513006,Intel Core i5,1000,0,Intel,Windows,hdd,34046.4528,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,1TB HDD,1000,5.768445987981924,2.5
Dell,Notebook,8,2,911.51,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows,ssd,96969.59999999999,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,256GB SSD,256,6.8151025649855805,2.8
Asus,Ultrabook,16,1.1,951.58,0,0,157.3505121487356,Intel Core i7,0,512,Intel,Windows,ssd,101232,14,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,512GB SSD,512,6.858123760973806,2.7
Dell,Gaming,16,2.62,740.73,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows,both,78801.12,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,256GB SSD +  1TB HDD,1256,6.607636186426673,2.8
Lenovo,Notebook,4,1.8,415.19,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows,ssd,44169.119999999995,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,Intel UHD Graphics 620,256GB SSD,256,6.0287362467832155,1.6
Lenovo,Notebook,4,2.2,289.98,0,0,141.21199808219862,Intel Core i3,1000,0,Nvidia,Windows,hdd,30849.12,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,Nvidia GeForce 920MX ,1TB HDD,1000,5.669811955085048,2
Asus,Notebook,8,2,199.83,0,0,100.45466986113652,Other Intel Processor,1000,0,Intel,Windows,hdd,21258.719999999998,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,1TB HDD,1000,5.297467005093198,1.1
Asus,Notebook,8,1.99,454.06,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,Windows,hdd,48304.7136,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,1TB HDD,1000,6.118229347899479,2.5
Dell,Ultrabook,8,1.23,936.06,1,0,276.053530085501,Intel Core i5,0,256,Intel,Windows,ssd,99580.31999999999,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 8250U 1.6GHz,Intel UHD Graphics 620,256GB SSD,256,6.841679576987213,1.6
Lenovo,2 in 1 Convertible,8,1.37,880.17,1,1,165.6321180513006,Intel Core i7,0,256,Intel,Windows,ssd,93635.3376,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,256GB SSD,256,6.780115070633229,2.7
Dell,Notebook,16,2.06,1201.5,1,0,282.42399616439724,Intel Core i7,0,1000,Nvidia,Windows,ssd,127818.72,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,1TB SSD,1000,7.091326055176523,2.8
Lenovo,Gaming,8,2.5,555.42,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows,both,59087.52,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050M,128GB SSD +  1TB HDD,1128,6.319724584307175,2.8
HP,Notebook,8,2.6,260.88,0,0,107.98564559226952,AMD Processor,1000,0,AMD,Windows,hdd,27753.552,17,1600x900,AMD A9-Series 9420 3GHz,AMD Radeon R5,1TB HDD,1000,5.564060531481064,3
Lenovo,Ultrabook,16,1.14,1227.04,0,1,157.3505121487356,Intel Core i7,0,512,Intel,Windows,ssd,130536,14,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,512GB SSD,512,7.112360044016549,2.7
Asus,Gaming,8,2.5,585.47,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia,Others,hdd,62284.32,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,1TB HDD,1000,6.372414943467149,2.8
Acer,Notebook,4,2.4,225.37,0,0,100.45466986113652,Intel Core i3,500,0,Intel,Windows,hdd,23976,15.6,1366x768,Intel Core i3 6006U 2GHz,Intel HD Graphics 520,500GB HDD,500,5.417743496030575,2
Acer,Ultrabook,8,1.8,460.26,0,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows,ssd,48964.32,14,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Intel Graphics 620,256GB SSD,256,6.13179154719926,2.5
Razer,Gaming,16,1.95,1301.66,0,0,157.3505121487356,Intel Core i7,0,256,Nvidia,Windows,ssd,138474.72,14,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,256GB SSD,256,7.171395651953636,2.8
Toshiba,Notebook,8,1.2,607.51,0,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows,ssd,64628.64,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,256GB SSD,256,6.409368635984574,2.3
Lenovo,Ultrabook,8,1.36,793.32,0,1,176.23257360658386,Intel Core i7,0,256,Intel,Windows,ssd,84395.52,12.5,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,256GB SSD,256,6.676226671133487,2.7
Asus,Gaming,32,3.8,1401.83,0,1,127.33567457123112,Intel Core i7,0,512,Nvidia,Windows,ssd,149130.72,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,Nvidia GeForce GTX 1080,512GB SSD,512,7.24553380489301,2.7
Acer,Gaming,8,2.4,355.09,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,Others,hdd,37775.52,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,1TB HDD,1000,5.8723712784711255,2.5
Dell,Ultrabook,8,1.2,726.16,0,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows,ssd,77250.672,13.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,Intel UHD Graphics 620,256GB SSD,256,6.587770376218372,1.6
MSI,Gaming,8,2.2,596.89,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows,both,63499.10399999999,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,128GB SSD +  1TB HDD,1128,6.391732841809271,2.8
HP,Notebook,4,1.86,182.75,0,0,100.45466986113652,Intel Core i3,500,0,Intel,Others,hdd,19441.872,15.6,1366x768,Intel Core i3 6006U 2GHz,Intel HD Graphics 520,500GB HDD,500,5.208119098629888,2
Toshiba,Notebook,8,2,532.89,0,1,141.21199808219862,Intel Core i5,500,0,Intel,Windows,hdd,56689.92,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,500GB HDD,500,6.278315023879904,2.5
Dell,Notebook,8,2.2,460.26,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Windows,ssd,48964.32,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,AMD Radeon 530,256GB SSD,256,6.13179154719926,1.8
Dell,Notebook,16,2.2,568.44,0,0,141.21199808219862,Intel Core i7,2000,256,AMD,Windows,both,60472.799999999996,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,AMD Radeon 530,256GB SSD +  2TB HDD,2256,6.342895766723661,1.8
Lenovo,Gaming,8,3.31,599,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows,both,63722.88,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 960,128GB SSD +  1TB HDD,1128,6.395261598115449,2.6
Dell,Gaming,32,4.42,1576.3,0,1,254.67134914246225,Intel Core i7,1000,512,Nvidia,Windows,both,167691.8736,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1070,512GB SSD +  1TB HDD,1512,7.362835607632497,2.8
Dell,Notebook,8,1.56,615.52,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows,ssd,65481.119999999995,14,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,Intel HD Graphics 520,256GB SSD,256,6.422467439003985,2.4
Lenovo,Notebook,4,2.2,209.85,0,0,100.45466986113652,Other Intel Processor,500,0,Intel,Windows,hdd,22324.32,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,500GB HDD,500,5.346392989779599,1.1
Lenovo,Notebook,4,2.2,267.95,0,0,141.21199808219862,Intel Core i5,500,0,Intel,Windows,hdd,28504.8,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,500GB HDD,500,5.590800395940859,2.3
HP,Notebook,6,2.04,269.95,0,0,141.21199808219862,Intel Core i3,1000,0,AMD,Windows,hdd,28717.92,15.6,1920x1080,Intel Core i3 6006U 2GHz,AMD Radeon R5 M430,1TB HDD,1000,5.598236756664296,2
MSI,Gaming,8,2.7,744.62,0,0,127.33567457123112,Intel Core i7,1000,128,Nvidia,Windows,both,79215.1056,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,128GB SSD +  1TB HDD,1128,6.612874021136983,2.8
Toshiba,Notebook,4,2.1,249.41,0,0,100.45466986113652,Intel Core i3,0,128,Intel,Windows,ssd,26533.44,15.6,1366x768,Intel Core i3 6100U 2.1GHz,Intel HD Graphics 520,128GB SSD,128,5.519098128673058,2.1
Dell,Notebook,8,2.06,478.29,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows,hdd,50882.4,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,1TB HDD,1000,6.170217243087384,2.5
HP,Notebook,8,2.1,373.12,0,0,141.21199808219862,Intel Core i7,1000,0,AMD,Windows,hdd,39693.6,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,AMD Radeon 530,1TB HDD,1000,5.921900083722073,2.7
Toshiba,Notebook,8,2,630.05,0,1,141.21199808219862,Intel Core i5,0,256,Intel,Windows,ssd,67026.23999999999,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,256GB SSD,256,6.445799181315702,2.5
Acer,Notebook,4,2.1,206.34,0,0,100.45466986113652,Intel Core i3,0,128,Intel,Others,ssd,21951.36,15.6,1366x768,Intel Core i3 6006U 2GHz,Intel HD Graphics 520,128GB SSD,128,5.32952529367223,2
Microsoft,Ultrabook,8,1.252,935.48,1,0,200.84255993695703,Intel Core i7,0,256,Intel,Windows,ssd,99519.048,13.5,Touchscreen 2256x1504,Intel Core i7 7600U 2.8GHz,Intel Iris Plus Graphics 640,256GB SSD,256,6.841059766543869,2.8
Lenovo,Notebook,8,1.9,409.66,0,0,141.21199808219862,Intel Core i5,1000,128,AMD,Windows,both,43580.376000000004,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,AMD Radeon R5 M430,128GB SSD +  1TB HDD,1128,6.01532754737251,2.5
Lenovo,2 in 1 Convertible,8,1.3,517.86,1,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows,ssd,55091.52,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,256GB SSD,256,6.249704935459621,2.5
Lenovo,Notebook,4,2.2,174.79,0,0,100.45466986113652,AMD Processor,0,128,AMD,Windows,ssd,18594.719999999998,15.6,1366x768,AMD E-Series E2-9000 2.2GHz,AMD Radeon R2 Graphics,128GB SSD,128,5.163585253346995,2.2
HP,2 in 1 Convertible,4,1.63,350.08,1,1,157.3505121487356,Intel Core i3,0,128,Nvidia,Windows,ssd,37242.72,14,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,Nvidia GeForce 940MX,128GB SSD,128,5.858161699793562,2.4
MSI,Gaming,16,2.4,648.08,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows,both,68944.31999999999,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,256GB SSD +  1TB HDD,1256,6.4740141455222355,2.8
Asus,Ultrabook,8,1.1,568.44,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows,ssd,60472.799999999996,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,256GB SSD,256,6.342895766723661,2.5
